genome,expected_change_per_birth,expected_change_exact,probability_of_actual_change
775,0.0,0,0.09950248756218906
776,0.0,0,0.09950248756218906
777,0.0,0,0.09950248756218906
778,0.0,0,0.09950248756218906
779,0.0,0,0.09950248756218906
780,0.0,0,0.09950248756218906
781,0.0,0,0.09950248756218906
782,0.0,0,0.09950248756218906
783,0.0,0,0.09950248756218906
784,0.0,0,0.09950248756218906
785,0.0,0,0.09950248756218906
786,0.0,0,0.09950248756218906
787,0.0,0,0.09950248756218906
788,0.0,0,0.09950248756218906
789,0.0,0,0.09950248756218906
790,0.0,0,0.09950248756218906
791,0.0,0,0.09950248756218906
792,0.0,0,0.09950248756218906
793,0.0,0,0.09950248756218906
794,0.0,0,0.09950248756218906
795,0.0,0,0.09950248756218906
796,0.0,0,0.09950248756218906
797,0.0,0,0.09950248756218906
798,0.0,0,0.09950248756218906
799,0.0,0,0.09950248756218906
800,0.0,0,0.09950248756218906
801,0.0,0,0.09950248756218906
802,0.0,0,0.09950248756218906
803,0.0,0,0.09950248756218906
804,0.0,0,0.09950248756218906
805,0.0,0,0.09950248756218906
806,0.0,0,0.09950248756218906
807,0.0,0,0.09950248756218906
808,0.0,0,0.09950248756218906
809,0.0,0,0.09950248756218906
810,0.0,0,0.09950248756218906
811,0.0,0,0.09950248756218906
812,0.0,0,0.09950248756218906
813,0.0,0,0.09950248756218906
814,0.0,0,0.09950248756218906
815,0.0,0,0.09950248756218906
816,0.0,0,0.09950248756218906
817,0.0,0,0.09950248756218906
818,0.0,0,0.09950248756218906
819,0.0,0,0.09950248756218906
820,0.0,0,0.09950248756218906
821,0.0,0,0.09950248756218906
822,0.0,0,0.09950248756218906
823,0.0,0,0.09950248756218906
824,0.0,0,0.09950248756218906
825,0.0,0,0.09950248756218906
826,0.0,0,0.09950248756218906
827,0.0,0,0.09950248756218906
828,0.0,0,0.09950248756218906
829,0.0,0,0.09950248756218906
830,0.0,0,0.09950248756218906
831,0.0,0,0.09950248756218906
832,0.0,0,0.09950248756218906
833,0.0,0,0.09950248756218906
834,0.0,0,0.09950248756218906
835,0.0,0,0.09950248756218906
836,0.0,0,0.09950248756218906
837,0.0,0,0.09950248756218906
838,0.0,0,0.09950248756218906
839,0.0,0,0.09950248756218906
840,0.0,0,0.09950248756218906
841,0.0,0,0.09950248756218906
842,0.0,0,0.09950248756218906
843,0.0,0,0.09950248756218906
844,0.0,0,0.09950248756218906
845,0.0,0,0.09950248756218906
846,0.0,0,0.09950248756218906
847,0.0,0,0.09950248756218906
848,0.0,0,0.09950248756218906
849,0.0,0,0.09950248756218906
850,0.0,0,0.09950248756218906
851,0.0,0,0.09950248756218906
852,0.0,0,0.09950248756218906
853,0.0,0,0.09950248756218906
854,0.0,0,0.09950248756218906
855,0.0,0,0.09950248756218906
856,0.0,0,0.09950248756218906
857,0.0,0,0.09950248756218906
858,0.0,0,0.09950248756218906
859,0.0,0,0.09950248756218906
860,0.0,0,0.09950248756218906
861,0.0,0,0.09950248756218906
862,0.0,0,0.09950248756218906
863,0.0,0,0.09950248756218906
864,0.0,0,0.09950248756218906
865,0.0,0,0.09950248756218906
866,0.0,0,0.09950248756218906
867,0.0,0,0.09950248756218906
868,0.0,0,0.09950248756218906
869,0.0,0,0.09950248756218906
870,0.0,0,0.09950248756218906
871,0.0,0,0.09950248756218906
872,0.0,0,0.09950248756218906
873,0.0,0,0.09950248756218906
874,0.0,0,0.09950248756218906
875,0.0,0,0.09950248756218906
876,0.0,0,0.09950248756218906
877,0.0,0,0.09950248756218906
878,0.0,0,0.09950248756218906
879,0.0,0,0.09950248756218906
880,0.0,0,0.09950248756218906
881,0.0,0,0.09950248756218906
882,0.0,0,0.09950248756218906
883,0.0,0,0.09950248756218906
884,0.0,0,0.09950248756218906
885,0.0,0,0.09950248756218906
886,0.0,0,0.09950248756218906
887,0.0,0,0.09950248756218906
888,0.0,0,0.09950248756218906
889,0.0,0,0.09950248756218906
890,0.0,0,0.09950248756218906
891,0.0,0,0.09950248756218906
892,0.0,0,0.09950248756218906
893,0.0,0,0.09950248756218906
894,0.0,0,0.09950248756218906
895,0.0,0,0.09950248756218906
896,0.0,0,0.09950248756218906
897,0.0,0,0.09950248756218906
898,0.0,0,0.09950248756218906
899,0.0,0,0.09950248756218906
900,0.0,0,0.09950248756218906
901,-0.0004975124378109452,-1/2010,0.09950248756218906
902,-0.0014925373134328358,-1/670,0.09950248756218906
903,-0.0029850746268656717,-1/335,0.09950248756218906
904,-0.004975124378109453,-1/201,0.09950248756218906
905,-0.007462686567164179,-1/134,0.09950248756218906
906,-0.010447761194029851,-7/670,0.09950248756218906
907,-0.013930348258706468,-14/1005,0.09950248756218906
908,-0.01791044776119403,-6/335,0.09950248756218906
909,-0.022388059701492536,-3/134,0.09950248756218906
910,-0.02736318407960199,-11/402,0.09950248756218906
911,-0.03283582089552239,-11/335,0.09950248756218906
912,-0.03880597014925373,-13/335,0.09950248756218906
913,-0.04527363184079602,-91/2010,0.09950248756218906
914,-0.05223880597014925,-7/134,0.09950248756218906
915,-0.05970149253731343,-4/67,0.09950248756218906
916,-0.06766169154228856,-68/1005,0.09950248756218906
917,-0.07611940298507462,-51/670,0.09950248756218906
918,-0.08507462686567165,-57/670,0.09950248756218906
919,-0.0945273631840796,-19/201,0.09950248756218906
920,-0.1044776119402985,-7/67,0.09950248756218906
921,-0.11492537313432835,-77/670,0.09950248756218906
922,-0.12587064676616916,-253/2010,0.09950248756218906
923,-0.1373134328358209,-46/335,0.09950248756218906
924,-0.14925373134328357,-10/67,0.09950248756218906
925,-0.16169154228855723,-65/402,0.09950248756218906
926,-0.1746268656716418,-117/670,0.09950248756218906
927,-0.1880597014925373,-63/335,0.09950248756218906
928,-0.2019900497512438,-203/1005,0.09950248756218906
929,-0.21641791044776118,-29/134,0.09950248756218906
930,-0.23134328358208955,-31/134,0.09950248756218906
931,-0.24676616915422886,-248/1005,0.09950248756218906
932,-0.2626865671641791,-88/335,0.09950248756218906
933,-0.2791044776119403,-187/670,0.09950248756218906
934,-0.2960199004975124,-119/402,0.09950248756218906
935,-0.31343283582089554,-21/67,0.09950248756218906
936,-0.33134328358208953,-111/335,0.09950248756218906
937,-0.3497512437810945,-703/2010,0.09950248756218906
938,-0.3686567164179104,-247/670,0.09950248756218906
939,-0.3880597014925373,-26/67,0.09950248756218906
940,-0.4079601990049751,-82/201,0.09950248756218906
941,-0.42835820895522386,-287/670,0.09950248756218906
942,-0.44925373134328356,-301/670,0.09950248756218906
943,-0.47064676616915424,-473/1005,0.09950248756218906
944,-0.4925373134328358,-33/67,0.09950248756218906
945,-0.5149253731343284,-69/134,0.09950248756218906
946,-0.5378109452736318,-1081/2010,0.09950248756218906
947,-0.5611940298507463,-188/335,0.09950248756218906
948,-0.5850746268656717,-196/335,0.09950248756218906
949,-0.6094527363184079,-245/402,0.09950248756218906
950,-0.6343283582089553,-85/134,0.09950248756218906
951,-0.6597014925373135,-221/335,0.09950248756218906
952,-0.6855721393034826,-689/1005,0.09950248756218906
953,-0.7119402985074627,-477/670,0.09950248756218906
954,-0.7388059701492538,-99/134,0.09950248756218906
955,-0.7661691542288557,-154/201,0.09950248756218906
956,-0.7940298507462686,-266/335,0.09950248756218906
957,-0.8223880597014925,-551/670,0.09950248756218906
958,-0.8512437810945274,-1711/2010,0.09950248756218906
959,-0.8805970149253731,-59/67,0.09950248756218906
960,-0.9104477611940298,-61/67,0.09950248756218906
961,-0.9407960199004975,-1891/2010,0.09950248756218906
962,-0.9716417910447761,-651/670,0.09950248756218906
963,-1.0029850746268656,-336/335,0.09950248756218906
964,-1.0348258706467661,-208/201,0.09950248756218906
965,-1.0671641791044777,-143/134,0.09950248756218906
966,-1.1,-11/10,0.09950248756218906
967,-1.1333333333333333,-17/15,0.09950248756218906
968,-1.1671641791044776,-391/335,0.09950248756218906
969,-1.2014925373134329,-161/134,0.09950248756218906
970,-1.236318407960199,-497/402,0.09950248756218906
971,-1.2716417910447761,-426/335,0.09950248756218906
972,-1.3074626865671641,-438/335,0.09950248756218906
973,-1.3437810945273632,-2701/2010,0.09950248756218906
974,-1.3805970149253732,-185/134,0.09950248756218906
975,-1.4179104477611941,-95/67,0.09950248756218906
976,-1.4557213930348258,-1463/1005,0.09950248756218906
977,-1.4940298507462686,-1001/670,0.09950248756218906
978,-1.5328358208955224,-1027/670,0.09950248756218906
979,-1.572139303482587,-316/201,0.09950248756218906
980,-1.6119402985074627,-108/67,0.09950248756218906
981,-1.6522388059701492,-1107/670,0.09950248756218906
982,-1.6930348258706467,-3403/2010,0.09950248756218906
983,-1.7343283582089553,-581/335,0.09950248756218906
984,-1.7761194029850746,-119/67,0.09950248756218906
985,-1.818407960199005,-731/402,0.09950248756218906
986,-1.8611940298507463,-1247/670,0.09950248756218906
987,-1.9044776119402984,-638/335,0.09950248756218906
988,-1.9482587064676617,-1958/1005,0.09950248756218906
989,-1.992537313432836,-267/134,0.09950248756218906
990,-2.037313432835821,-273/134,0.09950248756218906
991,-2.0825870646766167,-2093/1005,0.09950248756218906
992,-2.1283582089552238,-713/335,0.09950248756218906
993,-2.174626865671642,-1457/670,0.09950248756218906
994,-2.2213930348258706,-893/402,0.09950248756218906
995,-2.2686567164179103,-152/67,0.09950248756218906
996,-2.316417910447761,-776/335,0.09950248756218906
997,-2.364676616915423,-4753/2010,0.09950248756218906
998,-2.4134328358208954,-1617/670,0.09950248756218906
999,-2.462686567164179,-165/67,0.09950248756218906
1000,-2.512437810945274,-505/201,0.04975124378109453
